"Combat (tir)_";"Armes de Jet";;"(-3)";"COO/PER";;"Cette Compétence permet d’utiliser les armes de jet, comme les couteaux de lancer, les lances, etc."
"Combat (tir)_";"Armes Lourdes";;"(-3)";"COO/PER";;"Cette Compétence couvre l’usage de l’artillerie légère portative : lance-roquettes, lance-grenades, mortiers, lance-torpilles individuels… Si le personnage n’est pas stable, le niveau de la Compétence doit être divisé par deux."
"Combat (tir)_";"Armes de poing";;;"COO/PER";;"Cette Compétence permet d’utiliser les pistolets, revolvers ou même pistolets-mitrailleurs, utilisés en mode coup par coup (le mode automatique est couvert par la Compétence Tir automatique)."
"Combat (tir)_";"Armes sous-marines";;;"COO/PER";;"Cette Compétence permet d’utiliser les armes spécialement destinées à être utilisées sous l’eau, telles que les lance-harpons."
"Combat (tir)_";"Armes Spéciales (distance)";"Force/Coordination";"(X)";"FOR/COO";;"Cette Compétence permet d’utiliser une arme au maniement bien spécifique, un lance-flamme par exemple. Chaque arme spéciale fait l’objet d’une Compétence spécifique, souvent réservée d’ailleurs."
"Combat (tir)_";"Armes Spéciales (distance)";"Coordination/Perception";"(X)";"COO/PER";;"Cette Compétence permet d’utiliser une arme au maniement bien spécifique, un lance-flamme par exemple. Chaque arme spéciale fait l’objet d’une Compétence spécifique, souvent réservée d’ailleurs."
"Combat (tir)_";"Armes de Trait";;"(-3)";"COO/PER";;"Cette Compétence permet d’utiliser les armes de trait, telles que les arcs ou les arbalètes."
"Combat (tir)_";"Fusil/Armes d'épaules";;;"COO/PER";;"Cette Compétence permet d’utiliser les armes telles que fusils, fusils à pompe, fusils d’assaut (en mode coup par coup seulement). Les armes utilisées en mode automatique sont couvertes par la Compétence Tir automatique, tandis que le tir de précision est couvert par la Compétence Tir de précision."
"Combat (tir)_";"Tir automatiques *";;;"FOR/PER";;"Compétence limitative pour : toutes les Compétences d’armes à feu utilisées pour tirer en mode automatique.

Cette Compétence permet d’utiliser les mitrailleuses lourdes, ainsi que les autres armes à feu en mode automatique (fusils d’assaut, pistolets-mitrailleurs…). Le mode coup par coup est couvert par les Compétences Armes de poing et Fusils/Armes d’épaule. Si le personnage utilise une mitrailleuse lourde sans que l’arme soit stable (harnais spécial, trépied…), le niveau de la Compétence est divisé par deux."
"Combat (tir)_";"Tir de précision *";;"(-3)";"PER/VOL";;"Compétence limitative pour : Fusils/Armes d’épaule, pour un tir de précision avec lunette de visée.

Cette Compétence permet d’utiliser un fusil de précision à grande distance, ce qui nécessite l’usage d’une lunette de visée et des connaissances précises en tir de précision. L’utilisation d’une telle arme sans recourir aux appareils de visée est couverte par la Compétence Fusils/Armes d’épaule."
"Communication / Relations sociales_";"Analyse empathique";;"(-3)";"INT/PRE";;"Cette Compétence permet de comprendre les sentiments ou les émotions d’une personne, en étudiant par exemple son comportement, ses gestes et sa posture, ses tics de langage ou ses hésitations… Un personnage peut ainsi déceler un état d’esprit particulier, à un moment donné, et déterminer notamment si son interlocuteur lui ment, lui cache des informations ou est soumis à une quelconque contrainte. La Difficulté du Test dépend de l’intensité des sentiments ou des émotions de la cible, ainsi que de son état d’esprit (calme et sereine ou au contraire troublée, stressée, voire apeurée). Notez qu’il s’agit là d’une perception émotionnelle de surface, immédiate et superficielle : les émotions perçues seront assez imprécises et tiendront plus de l’impression générale et de l’intuition que d’un véritable profil psychologique complet…

Les animaux et les créatures non humaines mais douées d’intelligence peuvent aussi être les cibles d’une analyse empathique. Dans la plupart des cas cependant, les informations obtenues seront sans doute encore plus vagues, car elles concernent des émotions basiques - la peur, l’instinct de survie… -, chez les animaux notamment (on peut déceler des émotions plus complexes chez les créatures douées de raison). D’autre part, dans l’univers de Polaris, certaines créatures sont capables de transmettre des émotions par télépathie : c’est le cas des mammifères marins ou de certains coraux. Analyse empathique permet alors de percevoir ces émissions émotionnelles de manière plus efficaces (et d’en tirer ici aussi des informations extrêmement nébuleuses).

Puisqu’elle permet une meilleure compréhension des émotions humaines, l’Analyse empathique peut enfin être utilisée de manière plus active, au cours d’une discussion, d’un interrogatoire ou même d’une tentative d’escroquerie. Pour cela, le personnage peut guetter les réactions émotionnelles de son interlocuteur, pour tenter de trouver la meilleure approche et les arguments qui auront le plus d’effet : calmer une personne stressée, parler d’un sujet délicat avec tact et diplomatie, trouver un point faible chez l’interlocuteur (pour l’énerver, le charmer, le faire craquer ou le pousser à se trahir). Analyse empathique doit alors être utilisée en soutien pour les Compétences Éloquence/ Persuasion, Entregent/Séduction ou Intimidation (voir les règles sur les Compétences utilisées en soutien, dans le chapitre Tests et actions, section Interactions entre Compétences, page 208). Tout cela ne fonctionne bien entendu qu’avec des êtres humains (ou des êtres doués de raison et dont on maîtrise le langage).

Note : la mutation Empathie se révèle beaucoup plus puissante que cette Compétence (et peut donc la remplacer totalement, si elle est maîtrisée correctement), car elle permet au personnage de sonder plus profondément l’esprit de sa cible et de percevoir plus efficacement les émotions de celle-ci. La communication avec les créatures empathiques est également largement améliorée. Voir la description de cette mutation dans la chapitre Création des personnages, page 126."
"Communication / Relations sociales_";"Commandement";;;"VOL/PRE";;"Cette Compétence représente l’autorité et le leadership d’un personnage. Il ne s’agit pas seulement de sa capacité à commander et à imposer sa volonté aux individus placés sous ses ordres, mais aussi, plus largement, de son aptitude à prendre la tête d’un groupe et à se conduire en véritable chef. D’une manière plus générale, cette Compétence peut aussi être utilisée pour organiser un groupe, pour en orienter les décisions, pour en garantir la cohésion ou la motivation, ou pour éviter les dissensions internes.

Note : en combat naval, le niveau de Commandement du capitaine détermine aussi l’Initiative du navire."
"Communication / Relations sociales_";"Éloquence/Persuasion †";;;"INT/PRE";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10, s’il s’agit d’un discours formel (politique, diplomatique, etc.).

Cette Compétence représente les capacités d’expression, de communication et de persuasion d’un personnage. Elle peut donc selon les cas servir à prononcer un discours, à participer à un débat ou à une joute oratoire, à convaincre (lors d’une vente ou d’un achat - pour obtenir le meilleur prix -, d’une négociation diplomatique, etc.) ou même à manipuler et tromper son ou ses interlocuteur(s), lorsque le personnage est en train de mentir… Une tentative de persuasion se règlera toujours par un Test d’opposition, entre la Compétence du personnage et la Volonté ou l’Intelligence de la cible, selon la situation et le type d’argument utilisé. Un simple discours en direction d’un individu ou d’un groupe passif se règlera par un Test normal, dont la Difficulté dépend de l’état d’esprit de la cible et/ou du message que le personnage veut faire passer.

Note : en fonction du thème du discours ou selon la nature des personnes auxquelles le personnage s’adresse, Éloquence/Persuasion peut éventuellement être limitée par diverses Compétences de connaissance, par exemple Bureaucratie (« Bien sûr que cette autorisation est en règle… »), Commerce/Trafic (« C’est exactement le genre de matériel qu’il vous faut ! »), Connaissance des nations/organisations (pour un discours ciblé vers un groupe particulier), ou Sciences/Connaissance spécialisée (pour un débat de spécialistes). Bien entendu, si le personnage s’exprime dans une langue étrangère, il sera également limité par le niveau acquis dans cette langue."
"Communication / Relations sociales_";"Entregent/Séduction";;;"PRE/PRE";;"Cette Compétence permet de séduire, au sens large : il ne s’agit pas seulement de jouer les tombeurs, mais aussi de l’art de se faire bien voir par quelqu’un et de nouer des relations dans une communauté ou un groupe, afin de gagner la confiance de ses membres. Si la cible n’a aucune raison de se méfier du personnage, vous pouvez résoudre la tentative de séduction par un Test normal. Si la cible est méfiante ou rétive, il faut procéder à un Test d’opposition entre la Compétence du personnage et la Volonté de la cible. Le personnage peut d’autre part subir un malus ou bénéficier d’un bonus à son Test, en fonction de la nature plus ou moins honnête de ses propositions…"
"Communication / Relations sociales_";"Expression artistique";"Chant";"(-3)";"INT/PRE";;"Ce talent permet de connaître les différentes techniques de conte, de danse, de comédie (dans le domaine du spectacle), de chant, etc. La Difficulté du Test peut être déterminée par le nombre de personnes dans l’auditoire, le contexte de la représentation, etc. Chaque spécialité artistique fait l’objet d’une Compétence particulière."
"Communication / Relations sociales_";"Expression artistique";"Comédie/Conte";"(-3)";"ADA/PRE";;"Ce talent permet de connaître les différentes techniques de conte, de danse, de comédie (dans le domaine du spectacle), de chant, etc. La Difficulté du Test peut être déterminée par le nombre de personnes dans l’auditoire, le contexte de la représentation, etc. Chaque spécialité artistique fait l’objet d’une Compétence particulière."
"Communication / Relations sociales_";"Expression artistique";"Danse";"(-3)";"COO/PRE";;"Ce talent permet de connaître les différentes techniques de conte, de danse, de comédie (dans le domaine du spectacle), de chant, etc. La Difficulté du Test peut être déterminée par le nombre de personnes dans l’auditoire, le contexte de la représentation, etc. Chaque spécialité artistique fait l’objet d’une Compétence particulière."
"Communication / Relations sociales_";"Expression artistique";"Instrument de musique";"(X)";"COO/PER";;"Ce talent permet de connaître les différentes techniques de conte, de danse, de comédie (dans le domaine du spectacle), de chant, etc. La Difficulté du Test peut être déterminée par le nombre de personnes dans l’auditoire, le contexte de la représentation, etc. Chaque spécialité artistique fait l’objet d’une Compétence particulière."
"Communication / Relations sociales_";"Intimidation";;;"VOL/PRE";;"ur intimider, en se montrant sûr de soi et/ou menaçant. Contrairement à la Compétence Éloquence/Persuasion, qui permet de convaincre par la parole et des arguments sensés (au moins en apparence), il s’agit surtout ici de contraindre, en suscitant l’inquiétude voire la peur chez ses interlocuteurs, qui seront ainsi plus enclins à prendre le personnage au sérieux… Cette Compétence peut aussi être utilisée de manière indirecte, pour déstabiliser un personnage lors d’une négociation par exemple (utilisez dans ce cas les règles sur les Compétences utilisées en soutien, dans le chapitre Tests et actions, section Interactions entre Compétences, page 208). Pour l’utilisation de l’Intimidation en combat, voyez également le chapitre Combat, section Combat au contact, page 222."
"Connaissances_";"Bureaucratie †";;;"INT/INT";"Éducation/Culture générale 5";"Pré-requis nécessaires : Éducation/Culture générale 5.

Cette Compétence permet de connaître l’organisation administrative et les règlementations courantes, de savoir où demander telle ou telle autorisation, comment obtenir tel ou tel permis ou document officiel, voire même d’accélérer certaines procédures (soit par des astuces légales, soit par de judicieux pots-de-vin…). La Difficulté du Test dépend de la nature et du niveau de sensibilité de la demande. Si celleci concerne une procédure vraiment spécifique à une communauté, une nation ou une organisation, Bureaucratie peut être limitée par la Compétence de Connaissance des nations/organisations appropriée."
"Connaissances_";"Cartographie †";;;"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Cette Compétence permet d’établir des relevés topographiques, des cartes de régions et de savoir où on se trouve par rapport à une carte. L’utilisation de cette Compétence nécessite un matériel de base (de quoi tracer la carte, au moins, mais aussi divers appareils de mesure, ou même un système de positionnement par satellite, si le PJ peut y avoir accès !). La Difficulté du Test dépend de la complexité et/ou de l’étendue de la zone à cartographier et des outils utilisés par le PJ. Celui-ci peut d’autre part choisir le niveau de précision souhaité (une carte très précise sera plus difficile à réaliser qu’un simple plan dessiné à la main). Le temps nécessaire pour établir la cartographie d’une région dépend du terrain et de son étendue. Il faut généralement considérer qu’une telle action prend des heures, parfois des jours, voire des semaines si le secteur est difficile d’accès. La marge de réussite (ou d’échec) détermine généralement la précision (ou les erreurs) de la carte : s’il le souhaite, le MJ peut utiliser la moitié du bonus/malus de réussite/d’échec comme modificateur aux Tests de Navigation ou d’Orientation d’un personnage utilisant la carte. La Compétence Cartographie peut également être employée pour corriger ou améliorer une carte."
"Connaissances_";"Commerce/Trafic †";"Armes";"(X)";"INT/PRE";"Éducation/Culture générale 5";"Cette Compétence permet à un personnage d’acquérir (ou de revendre !) du matériel, des biens, des services ou des informations. Elle représente aussi bien son sens commercial que sa connaissance d’un marché particulier (producteurs et produits, vendeurs et acheteurs, réseaux et lieux d’échanges, etc.). Chaque type de produits fait l’objet d’une Compétence particulière. La Difficulté du Test dépend de la rareté et de la disponibilité du produit (c’est un désavantage quand on cherche à acheter, mais un avantage quand on cherche à vendre !). La marge de réussite peut servir à réduire le temps d’acquisition ou à trouver des produits, des services ou des informations de meilleure qualité."
"Connaissances_";"Commerce/Trafic †";"Denrées alimentaires";"(-3)";"INT/PRE";"Éducation/Culture générale 5";"Cette Compétence permet à un personnage d’acquérir (ou de revendre !) du matériel, des biens, des services ou des informations. Elle représente aussi bien son sens commercial que sa connaissance d’un marché particulier (producteurs et produits, vendeurs et acheteurs, réseaux et lieux d’échanges, etc.). Chaque type de produits fait l’objet d’une Compétence particulière.

La Difficulté du Test dépend de la rareté et de la disponibilité du produit (c’est un désavantage quand on cherche à acheter, mais un avantage quand on cherche à vendre !). La marge de réussite peut servir à réduire le temps d’acquisition ou à trouver des produits, des services ou des informations de meilleure qualité."
"Connaissances_";"Commerce/Trafic †";"Drogues";"(X)";"INT/PRE";"Éducation/Culture générale 5";"Cette Compétence permet à un personnage d’acquérir (ou de revendre !) du matériel, des biens, des services ou des informations. Elle représente aussi bien son sens commercial que sa connaissance d’un marché particulier (producteurs et produits, vendeurs et acheteurs, réseaux et lieux d’échanges, etc.). Chaque type de produits fait l’objet d’une Compétence particulière.

La Difficulté du Test dépend de la rareté et de la disponibilité du produit (c’est un désavantage quand on cherche à acheter, mais un avantage quand on cherche à vendre !). La marge de réussite peut servir à réduire le temps d’acquisition ou à trouver des produits, des services ou des informations de meilleure qualité."
"Connaissances_";"Commerce/Trafic †";"Informations";"(-3)";"INT/PRE";"Éducation/Culture générale 5";"Cette Compétence permet à un personnage d’acquérir (ou de revendre !) du matériel, des biens, des services ou des informations. Elle représente aussi bien son sens commercial que sa connaissance d’un marché particulier (producteurs et produits, vendeurs et acheteurs, réseaux et lieux d’échanges, etc.). Chaque type de produits fait l’objet d’une Compétence particulière.

La Difficulté du Test dépend de la rareté et de la disponibilité du produit (c’est un désavantage quand on cherche à acheter, mais un avantage quand on cherche à vendre !). La marge de réussite peut servir à réduire le temps d’acquisition ou à trouver des produits, des services ou des informations de meilleure qualité."
"Connaissances_";"Commerce/Trafic †";"Matériel médical";"(-3)";"INT/PRE";"Éducation/Culture générale 5";"Cette Compétence permet à un personnage d’acquérir (ou de revendre !) du matériel, des biens, des services ou des informations. Elle représente aussi bien son sens commercial que sa connaissance d’un marché particulier (producteurs et produits, vendeurs et acheteurs, réseaux et lieux d’échanges, etc.). Chaque type de produits fait l’objet d’une Compétence particulière.

La Difficulté du Test dépend de la rareté et de la disponibilité du produit (c’est un désavantage quand on cherche à acheter, mais un avantage quand on cherche à vendre !). La marge de réussite peut servir à réduire le temps d’acquisition ou à trouver des produits, des services ou des informations de meilleure qualité."
"Connaissances_";"Commerce/Trafic †";"Matières premières";"(-3)";"INT/PRE";"Éducation/Culture générale 5";"Cette Compétence permet à un personnage d’acquérir (ou de revendre !) du matériel, des biens, des services ou des informations. Elle représente aussi bien son sens commercial que sa connaissance d’un marché particulier (producteurs et produits, vendeurs et acheteurs, réseaux et lieux d’échanges, etc.). Chaque type de produits fait l’objet d’une Compétence particulière.

La Difficulté du Test dépend de la rareté et de la disponibilité du produit (c’est un désavantage quand on cherche à acheter, mais un avantage quand on cherche à vendre !). La marge de réussite peut servir à réduire le temps d’acquisition ou à trouver des produits, des services ou des informations de meilleure qualité."
"Connaissances_";"Commerce/Trafic †";"Véhicules";"(-3)";"INT/PRE";"Éducation/Culture générale 5";"Cette Compétence permet à un personnage d’acquérir (ou de revendre !) du matériel, des biens, des services ou des informations. Elle représente aussi bien son sens commercial que sa connaissance d’un marché particulier (producteurs et produits, vendeurs et acheteurs, réseaux et lieux d’échanges, etc.). Chaque type de produits fait l’objet d’une Compétence particulière.

La Difficulté du Test dépend de la rareté et de la disponibilité du produit (c’est un désavantage quand on cherche à acheter, mais un avantage quand on cherche à vendre !). La marge de réussite peut servir à réduire le temps d’acquisition ou à trouver des produits, des services ou des informations de meilleure qualité."
"Connaissances_";"Éducation/Culture générale";;"(-3)";"INT/INT";;"Cette Compétence représente le niveau d’éducation générale du personnage. À très bas niveau (niveau global inférieur à 3), le personnage ne sait ni lire, ni écrire et aura sans doute de grandes difficultés à s’exprimer correctement. À bas niveau (niveau 3 à 5), elle concerne les acquis et les savoirs essentiels : lire, écrire, compter… À niveau moyen (6 à 10), elle représente les connaissances élémentaires en expression écrite, en histoire, en Géographie, en mathématiques, en sciences, etc. Enfin, à plus haut niveau (11 et plus), elle correspond à tout ce qui peut entrer dans le domaine de la « culture générale », de la connaissance du monde. Certaines Compétences (de connaissances, en général) nécessitent un niveau d’éducation minimum pour pouvoir être développées. Leur description indique alors le niveau requis en Éducation/Culture générale. Celle-ci peut d’autre part tout à fait être utilisée directement lors d’un Test, pour savoir si un personnage connaît ou se souvient d’un élément de connaissance générale, comme une date historique connue, le nom de la capitale de tel ou tel État, etc. (si le sujet devient vraiment précis, il faut utiliser la Compétence de Sciences/Connaissances spécialisées correspondante)."
"Connaissances_";"Jeu";;;"INT/VOL";;"Cette Compétence représente la connaissance de la plupart des jeux (hors jeux de hasard) et permet également d’y tricher. Tous les joueurs doivent participer à un Test d’opposition, le vainqueur étant celui qui obtient la plus haute marge de réussite. Si un personnage décide de tricher, il bénéficie d’un bonus à son Test (qu’il peut fixer lui-même). Toutefois, ses adversaires peuvent avoir droit à un Test de Perception, avec un bonus équivalent à celui du tricheur : plus leur marge de réussite sera élevée et plus ils se douteront de quelque chose. Avec une marge supérieure ou égale à 15 (« Réussite parfaite »), le tricheur est surpris en train de tricher. Certaines circonstances peuvent grandement compliquer la tâche du tricheur, par exemple un système vidéo qui surveille les joueurs.

Note : si la triche implique une manipulation (de cartes, de jetons, de dés, etc.) en cours de partie, par exemple en remplaçant les accessoires par du matériel truqué ou en procédant à de fausses distributions de cartes, vous pouvez utiliser la Compétence Dissimulation comme Compétence limitative, lors du Test de Jeu."
